uid,query,docid
1001,emo,9188429053061373405
1001,emo,18289904551849048570
1001,emo,13847160531011725958
1001,emo,7935145842597854970
1001,emo,15423629625242816283
1001,啊？,15328790083045051136
1001,啊？,10730258653838835426
1001,啊？,11315639191000264039
1001,啊？,3729398441825958343
1001,啊？,2813827923898120277
1001,啊？,13660166341959500397
1001,啊？,8304974579990075491
1001,啊？,12067728243862408058
1001,啊？,18333333257128494819
1001,啊？,251530455922724030
1001,额,8692597759811256380
1001,额,6201879270022270852
1001,额,6429926353925740237
1001,额,15689301513701057141
1001,额,4745445204509007427
1001,额,6422661359032718235
1001,额,14680976738942446044
1001,额,5096083834758864811
1001,额,9016303352451851087
1001,额,8477926418109596789
1001,跪下,14552789768087122433
1001,跪下,10454631837026640719
1001,跪下,3117424900455553151
1001,跪下,3111892427277283649
1001,跪下,3436709799403154113
1001,跪下,10054891830534894441
1001,跪下,8208301675476021932
1001,跪下,17261664084714822466
1001,跪下,6575018583820625886
1001,跪下,2538217705195103920
1001,好奇,13650835396482922831
1001,好奇,17432184607677172545
1001,好奇,9277208571601931404
1001,好奇,16502210479795963707
1001,好奇,516733782060174359
1001,好奇,5095797802775066930
1001,好奇,11464306766738004309
1001,好奇,1438588889648814117
1001,好奇,14650117165549433203
1001,好奇,17938037682857907337
1001,哭了,11113950753456997016
1001,哭了,4175218751847940293
1001,哭了,17992464332583077268
1001,哭了,5874722404296037236
1001,哭了,4687366425634862970
1001,哭了,14583044213863353092
1001,哭了,8615327398821630610
1001,哭了,11707719843833917422
1001,哭了,13342756487889684153
1001,哭了,7732873993809297788
1001,略略略,14336745268794424504
1001,略略略,5137546752665824472
1001,略略略,15382940774835494100
1001,略略略,16919340451661125683
1001,略略略,440775516419792570
1001,略略略,2005873706426307458
1001,略略略,6866261970323194975
1001,略略略,7431150871757051111
1001,略略略,13359309564139129193
1001,略略略,12457867947477692423
1001,摸头,5931156995430259840
1001,摸头,4721713906889635933
1001,摸头,8135278759851435108
1001,摸头,1728899096376533217
1001,摸头,16903623544614969025
1001,摸头,3500367067262975135
1001,摸头,14695847618421562638
1001,摸摸,11382218107796825411
1001,摸头,15162880069127650879
1001,摸头,7408638311078958774
1001,摸头,11382218107796825411
1001,伤心,4175218751847940293
1001,伤心,12411424019806651862
1001,伤心,10260614627765710052
1001,伤心,1425816138844847058
1001,伤心,10533925755663939950
1001,伤心,17008849836646772006
1001,伤心,7302920191820412616
1001,伤心,17455824954262613423
1001,伤心,13588476748900761843
1001,伤心,11030619678306154913
1001,思考,8529541461429564137
1001,思考,6071521822177499020
1001,思考,349931398366677123
1001,思考,5427747763668100220
1001,思考,5379480911916421130
1001,思考,11061691955248675909
1001,思考,4649189901662270817
1001,思考,763067138221134456
1001,思考,10238459037642865469
1001,思考,13332916536874106318
1001,想你了,17093009609621977868
1001,想你了,16648074997876527463
1001,想你了,13478188028557779832
1001,想你了,15927608946746899731
1001,想你了,17518808483175526419
1001,想你了,3297412252368895213
1001,想你了,2957815615278215239
1001,想你了,10744445178201081277
1001,想你了,14274901764630099042
1001,想你了,7441747801424779091
1001,6,15376888106682724026
1001,6,3731706844998864926
1001,6,7195257765252728017
1001,6,4134650527521241701
1001,6,14604936750721148243
1001,6,12971657650441616377
1001,6,7286200031052968838
1001,6,8589355240144896876
1001,6,15782288276176455315
1001,6,17376617114442636527
1001,？？？,1692227046877964977
1001,？？？,12686422233788229739
1001,？？？,7209520265251277383
1001,？？？,12100555658174369436
1001,？？？,4560665586710945062
1001,？？？,12589305399948231492
1001,？？？,1463976063413319468
1001,？？？,15915624862234352556
1001,？？？,18122231700300015712
1001,？？？,2863769513141828390
1001,害怕,15568914505970695655
1001,害怕,675710377145190550
1001,害怕,16073167310402930477
1001,害怕,5508024564575314616
1001,害怕,9377483729001905689
1001,害怕,13879076356006909408
1001,害怕,4091033676791447134
1001,害怕,10041236055753952161
1001,害怕,1941496484223701652
1001,害怕,4560478175510953741
1001,花,10186273649853231362
1001,花,9858483746276609585
1001,花,16759397143417899325
1001,花,14256157058821561442
1001,花,6330180793489425091
1001,花,7325975372569650278
1001,花,7146868336995883645
1001,花,4243563204912181767
1001,花,11524508975303218624
1001,花,16816390798849124797
1001,看,9076906861418065459
1001,看,17468079276862151755
1001,看,15428577181147160775
1001,看,3216132083553050943
1001,看,16690967404636290883
1001,看,15197450606556254452
1001,看,15083030075091616647
1001,看,2119702849438781240
1001,看,17275606546107861068
1001,看,15856219411550308430
1001,死,5319574938377687526
1001,死,5259375827262020018
1001,死,10937423721306520983
1001,死,6965967136134440258
1001,死,33547239190747667
1001,死,14775572771013159767
1001,死,3788294289627644312
1001,死,5894777572819199339
1001,死,15052175134324073069
1001,死,17239437581464881480
1001,舔,299932246086218929
1001,舔,1847335915811097494
1001,舔,12832724887463412212
1001,舔,9933208990998106432
1001,舔,18159756138544765584
1001,舔,18285508672634467183
1001,舔,12856190136969059318
1001,舔,13429053073355139136
1001,舔,6295496170984916631
1001,舔,10633442057630069366
1001,我爱你,11056827778868474279
1001,我爱你,14172375771221672983
1001,我爱你,12642271514687116458
1001,我爱你,7946987402023077815
1001,我爱你,4053877900089788707
1001,我爱你,10063915657583938333
1001,我爱你,10676322372590391387
1001,我爱你,9960606528184543040
1001,我爱你,5178204519569952424
1001,我爱你,15894124239537649835
1001,我错了,12205912117335761061
1001,我错了,2955329505679026451
1001,我错了,12660718985141786289
1001,我错了,7264621859982451548
1001,我错了,14552789768087122433
1001,我错了,15214800370955501009
1001,我错了,7170811822915426997
1001,我错了,10454631837026640719
1001,我错了,7562821523088429163
1001,我错了,349607757225421337
1001,笑死我了,11265101164575269412
1001,笑死我了,3803556178875494271
1001,笑死我了,15079168725400720678
1001,笑死我了,15742561445915222034
1001,笑死我了,17249399957169159031
1001,笑死我了,7227276155535694756
1001,笑死我了,6532454978218960759
1001,笑死我了,18120098649640073284
1001,笑死我了,9183370985034064111
1001,笑死我了,13589043354317081073
1001,心疼,12420100024665020302
1001,心疼,3929484456947558097
1001,心疼,16882175959709096044
1001,心疼,15264828318125718355
1001,心疼,13014176070834605578
1001,心疼,16013786200169839154
1001,心疼,4538108343486992314
1001,心疼,14601538928742721044
1001,心疼,6183126550406729075
1001,心疼,15318430029690828878
1001,疑惑,1403977914749857029
1001,疑惑,8417286879501170001
1001,疑惑,867786675638701002
1001,疑惑,11012974216526065992
1001,疑惑,17600259798664812361
1001,疑惑,7209520265251277383
1001,疑惑,16950738262955125111
1001,疑惑,14533939249086786440
1001,疑惑,11823896200041176649
1001,疑惑,10622647828316239472
1001,抱抱你,13781214103297579551
1001,抱抱你,4930118988862897621
1001,抱抱你,12561742559500410221
1001,抱抱你,1132644217040427665
1001,抱抱你,7519135799318797080
1001,抱抱你,1387214965202092252
1001,抱抱你,1526048621412165487
1001,抱抱你,4851186025690773231
1001,抱抱你,17211064592544035460
1001,抱抱你,13597497626642420125
1001,不要,12248109544686487041
1001,不要,3797382663464671741
1001,不要,3355243913016923053
1001,不要,13771568810806901423
1001,不要,13340863911249907580
1001,不要,4027924929868853914
1001,不要,17878174484087846547
1001,不要,6961251829896137109
1001,不要,3511934442255353971
1001,不要,9306804710141109275
1001,嗯？,3433654326016060650
1001,嗯？,7562906248215057193
1001,嗯？,7209520265251277383
1001,嗯？,8310342790965077921
1001,嗯？,199627445554150742
1001,嗯？,13025517812862315976
1001,嗯？,14533939249086786440
1001,嗯？,18122231700300015712
1001,嗯？,15915624862234352556
1001,嗯？,8124114191432128846
1001,好看,7206986257212962182
1001,好看,15799281269837375574
1001,好看,17328564744435391684
1001,好看,3399108455957255539
1001,好看,5281529665066101109
1001,好看,9076691554465163851
1001,好看,10646001725104622115
1001,好看,11524616799380545535
1001,好看,13979476976595172047
1001,好看,11236976777288917720
1001,挠头,4197875071303268550
1001,挠头,1403977914749857029
1001,挠头,13215644133971682092
1001,挠头,6314798147764594558
1001,挠头,16637269674612926211
1001,挠头,8436825813513022040
1001,挠头,9418677189849812004
1001,挠头,16950738262955125111
1001,挠头,10986954232970230152
1001,挠头,9256849785245468912
1001,求求,5282827650538447920
1001,求求,6488450686037490881
1001,求求,18344252525566437844
1001,求求,13789428768348315597
1001,求求,16379878382504842907
1001,求求,15716037390508984729
1001,求求,15377244295042014242
1001,求求,2807150016846657409
1001,求求,13994586028977417871
1001,求求,15449570073918487477
1001,帅,1867900604783092774
1001,帅,8217832444540447839
1001,帅,11809543065448850792
1001,帅,16183516612711069622
1001,帅,9675711163264461709
1001,帅,8217832444540447839
1001,帅,499819767843280342
1001,帅,13779849576818293662
1001,帅,15010281616575211310
1001,帅,1578227228589101824
1001,呜呜,9221476165252990557
1001,呜呜,10128838512139646238
1001,呜呜,10169753544329042284
1001,呜呜,2928779374769282804
1001,呜呜,15581622278961031218
1001,呜呜,8808633961160428916
1001,呜呜,6226328023697293952
1001,呜呜,1024892215688597123
1001,呜呜,6545357245070716026
1001,呜呜,16223975687459519936
1001,喜欢,9185105273843759431
1001,喜欢,15718718853919427067
1001,喜欢,4099965105469841259
1001,喜欢,17086048801919060948
1001,喜欢,7023127116626475655
1001,喜欢,9858483746276609585
1001,喜欢,11981480926660632784
1001,喜欢,9697571121177520494
1001,喜欢,18138952486209121948
1001,喜欢,11844385732842790742
1001,安慰,16903623544614969025
1001,安慰,14695847618421562638
1001,安慰,13213931524493722457
1001,安慰,14610081289064454564
1001,安慰,7663718193536828464
1001,安慰,12561742559500410221
1001,安慰,17122996071825859988
1001,安慰,17211064592544035460
1001,安慰,6115070957151315358
1001,安慰,15081169143889915413
1001,害羞,16444593907582773157
1001,害羞,8085390318679634946
1001,害羞,11358628267728863728
1001,害羞,10057531559299414146
1001,害羞,1418859631281790548
1001,害羞,10986954232970230152
1001,害羞,6722561054445959574
1001,害羞,10276930776610963807
1001,害羞,13893853611442120162
1001,害羞,6766298524375660950
1001,哭,4175218751847940293
1001,哭,12411424019806651862
1001,哭,13435531250357288387
1001,哭,5916415483027411201
1001,哭,14629084707551912198
1001,哭,7302920191820412616
1001,哭,14583044213863353092
1001,哭,9830879500688935857
1001,哭,5554394583012384087
1001,哭,18129194212171623938
1001,流泪,12411424019806651862
1001,流泪,4175218751847940293
1001,流泪,10803136799054935743
1001,流泪,17455824954262613423
1001,流泪,4687366425634862970
1001,流泪,160588511077533432
1001,流泪,14583044213863353092
1001,流泪,17775633709915163427
1001,流泪,17852240857162215909
1001,流泪,17726460692079706205
1001,没钱,16787930731291179447
1001,没钱,15496781479821678430
1001,没钱,5829842382799627757
1001,没钱,15153011076691534888
1001,没钱,228993950267141795
1001,没钱,7458402736227950724
1001,没钱,132645425653988336
1001,没钱,2335483740727699388
1001,没钱,13799399902600698162
1001,没钱,13606185543498673304
1001,生气,5242856463069716024
1001,生气,3551820292976069680
1001,生气,5569997884367881860
1001,生气,2997057475155933235
1001,生气,6667216355640853119
1001,生气,16584747567015951899
1001,生气,3072102634899978923
1001,生气,2309103708642996251
1001,生气,604941930123901470
1001,生气,10430607622282542058
1001,委屈,7302920191820412616
1001,委屈,14082600125538490660
1001,委屈,788622315507624051
1001,委屈,12411424019806651862
1001,委屈,6157744814715425565
1001,委屈,2239792016220160093
1001,委屈,9495284452283365918
1001,委屈,8615327398821630610
1001,委屈,7114564910643670235
1001,委屈,10931613481007641241
1001,嘻嘻,18386336388575101534
1001,嘻嘻,9725207713000092636
1001,嘻嘻,11958374000531454065
1001,嘻嘻,17511392865288581892
1001,嘻嘻,2624913879114137989
1001,嘻嘻,14503366423162680581
1001,嘻嘻,13952823453626911055
1001,嘻嘻,6722561054445959574
1001,嘻嘻,156385369921672345
1001,嘻嘻,5910041655007540080
1001,笑,8162262848629216975
1001,笑,4428902660693260620
1001,笑,11958374000531454065
1001,笑,4420488259667442616
1001,笑,15335680737925239960
1001,笑,278117783934353090
1001,笑,3028071178620007611
1001,笑,15728319140400765634
1001,笑,7227276155535694756
1001,笑,1679474921660214065
1001,心碎,8147030680984159447
1001,心碎,9594832504122901182
1001,心碎,590543807404317511
1001,心碎,1425816138844847058
1001,心碎,7935145842597854970
1001,心碎,11030619678306154913
1001,心碎,13334205734297616639
1001,心碎,14601538928742721044
1001,心碎,9229008974544886398
1001,心碎,15722781450141112564
1001,在干嘛,10574438999695314378
1001,在干嘛,14615191961121249488
1001,在干嘛,8483729315296000632
1001,在干嘛,5807836186320188307
1001,在干嘛,5897653649949679332
1001,在干嘛,6970086984034730012
1001,在干嘛,14379696155299037976
1001,在干嘛,9438418465698734067
1001,在干嘛,14386380332069343790
1001,在干嘛,8360236493053023295
1001,OK,17345366408830335988
1001,OK,13268596616747667459
1001,OK,2697759912236683262
1001,OK,16204388051615818202
1001,OK,7770868501567607066
1001,OK,4596431775019314114
1001,OK,5473886105278112427
1001,OK,5127052375110139793
1001,ok,15153397653609509898
1001,OK,10495592359124602122
1001,唉,1961843641644234688
1001,唉,15216103056135044077
1001,唉,6370933030972481518
1001,唉,13842350942672121829
1001,唉,6004203366503291722
1001,唉,15698870232419252231
1001,唉,14267106676350935758
1001,唉,18424245175871068526
1001,唉,2242586994024114695
1001,唉,3427845321223719734
1001,拜拜,1629675773841507353
1001,拜拜,1671025013901368546
1001,拜拜,17759638981872832517
1001,拜拜,7093646283245561136
1001,拜拜,1787874860728381741
1001,拜拜,4434878225508715269
1001,拜拜,8515270944183623833
1001,拜拜,17665744630552180131
1001,拜拜,16180279312363246250
1001,拜拜,17259135360385665288
1001,吃瓜,15871987701765126408
1001,吃瓜,10957729287104106557
1001,吃瓜,4859498438404261571
1001,吃瓜,12384345050328554540
1001,吃瓜,5085860233734644483
1001,吃瓜,4792069703615500120
1001,吃瓜,16337308529877961089
1001,吃瓜,15840327465899099990
1001,吃瓜,6031624465931696614
1001,吃瓜,797227469290388402
1001,感动,12185621192148544530
1001,感动,12411424019806651862
1001,感动,13751586411253555692
1001,感动,7092699158760287723
1001,感动,15707156575021392784
1001,感动,1298847803076065192
1001,感动,9073954490868131856
1001,感动,6551416520678533860
1001,感动,10399754039579859991
1001,感动,15881696879497504161
1001,好吧,11785642315646827855
1001,好吧,10124782976364366790
1001,好吧,9081450137546462082
1001,好吧,12624397628097371355
1001,好吧,14629557866950778231
1001,好吧,17014783068917486765
1001,好吧,1865287992158736501
1001,好吧,12786297086080641335
1001,好吧,3525979412231535771
1001,好吧,10181179344095040578
1001,你好,5625398065633400043
1001,你好,2461750069935956160
1001,你好,16096561557974176209
1001,你好,3189767960751673350
1001,你好,1892505118621659973
1001,你好,10025910465183800109
1001,你好,14251077365969752626
1001,你好,13639649292782982768
1001,你好,14248859203114509814
1001,你好,16096561557974176209
1001,亲亲,1351980926555088609
1001,亲亲,3310802044833991157
1001,亲亲,15718718853919427067
1001,亲亲,554283352201671642
1001,亲亲,3094443689633708579
1001,亲亲,9185105273843759431
1001,亲亲,17971161367889455496
1001,亲亲,17777390101165061311
1001,亲亲,2656793322841412334
1001,亲亲,4113653236253862400
1001,无聊,17451541707903819960
1001,无聊,4098963749084400839
1001,无聊,6029311370306509867
1001,无聊,1408077877732199030
1001,无聊,11707551276148996961
1001,无聊,17654532256160130513
1001,无聊,14555769339772104929
1001,无聊,8488219843656384512
1001,无聊,17375411762604062311
1001,无聊,17299999027697271928
1001,在吗,2389681031231939068
1001,在吗,527488334902558010
1001,在吗,13603244329586913992
1001,在吗,12270730304548750192
1001,在吗,13933557367216434498
1001,在吗,130817274534065404
1001,在吗,16880476334399384792
1001,在吗,17204257524514866069
1001,在吗,17380527072329109360
1001,在吗,7329148935175446922
1001,震惊,9228830453984433623
1001,震惊,1583081216529977074
1001,震惊,9532631169499339457
1001,震惊,11315639191000264039
1001,震惊,9254029763834859716
1001,震惊,16073167310402930477
1001,震惊,15679481014767060135
1001,震惊,8088321952069601923
1001,震惊,3079797346699996090
1001,震惊,15328790083045051136
1001,走了,17361746904053483673
1001,走了,10260614627765710052
1001,走了,15216103056135044077
1001,走了,7495260647119638777
1001,走了,7494158529422519796
1001,走了,6113329360133683292
1001,走了,7995973460611364538
1001,走了,14608126681349578279
1001,走了,5144586628327957434
1001,走了,16030262573388653765
1001,悲伤,12411424019806651862
1001,悲伤,14403393391076585577
1001,悲伤,17455824954262613423
1001,悲伤,7302920191820412616
1001,悲伤,11395171712477170451
1001,悲伤,11113950753456997016
1001,悲伤,16100623235078527338
1001,悲伤,2411078265824369900
1001,悲伤,7935145842597854970
1001,悲伤,10445445991730344140
1001,不知道,8176756088585155208
1001,不知道,2035100533352174018
1001,不知道,12105707581480855797
1001,不知道,5994962113793992704
1001,不知道,15871124959082072241
1001,不知道,11789239887097557271
1001,不知道,17495265475981882633
1001,不知道,11868438930147474515
1001,不知道,14767418798331426890
1001,不知道,3274812710029132812
1001,饿,3499331530727835752
1001,饿,4493737478532701393
1001,饿,5909129598284783513
1001,饿,5692120683114242776
1001,饿,16516405453772818112
1001,饿,4884557689541854302
1001,饿,8041105594025260779
1001,饿,10029278393063322797
1001,饿,16594452659379454066
1001,饿,12306222371733350100
1001,惊讶,10315025021793354403
1001,惊讶,9532631169499339457
1001,惊讶,1583081216529977074
1001,惊讶,1230570533373675682
1001,惊讶,11315639191000264039
1001,惊讶,15679481014767060135
1001,惊讶,8304974579990075491
1001,惊讶,13660166341959500397
1001,惊讶,17962200286663728650
1001,惊讶,15428577181147160775
1001,摸摸,8135278759851435108
1001,摸摸,1728899096376533217
1001,摸摸,7663718193536828464
1001,摸摸,5091026826322244864
1001,摸摸,11382218107796825411
1001,摸摸,5306611553616099870
1001,摸摸,9697571121177520494
1001,摸摸,15162880069127650879
1001,摸摸,1101756084042104637
1001,摸摸,14695847618421562638
1001,难受,4175218751847940293
1001,难受,7818914371364284675
1001,难受,4687366425634862970
1001,难受,6157744814715425565
1001,难受,3406401819487366872
1001,难受,17008849836646772006
1001,难受,15423629625242816283
1001,难受,11951799838280525684
1001,难受,12296807603565473715
1001,难受,1188831820808258099
1001,撒娇,3562505926878754813
1001,撒娇,7878762880420379573
1001,撒娇,14188801031499374939
1001,撒娇,11913566276437333222
1001,撒娇,6865274717477423284
1001,撒娇,14718675073789902240
1001,撒娇,3765019541631526375
1001,撒娇,15121557710094727950
1001,撒娇,12558079124428986350
1001,撒娇,10818964297842428283
1001,睡觉,7891287861028599076
1001,睡觉,461081240484096221
1001,睡觉,1186333070777651878
1001,睡觉,5373801129545137363
1001,睡觉,15735822866426203708
1001,睡觉,10680045821651485280
1001,睡觉,10125333098997362105
1001,睡觉,1759701601364226138
1001,睡觉,16294606291904763811
1001,睡觉,6224844402498797777
1001,贴贴,12565372801061910253
1001,贴贴,17738133961014842119
1001,贴贴,7448841074627236924
1001,贴贴,14509644911235232460
1001,贴贴,10160242149684051131
1001,贴贴,5306611553616099870
1001,贴贴,12074373500231829061
1001,贴贴,7483763565889548488
1001,贴贴,4370433425774287663
1001,贴贴,12558079124428986350
1001,666,3731706844998864926
1001,666,9356623423726341796
1001,666,8589355240144896876
1001,666,12971657650441616377
1001,666,370307257103964592
1001,666,11925993244209691350
1001,666,2391158186433573684
1001,666,11777399157240864267
1001,666,1009688742516753251
1001,666,3387759480905786733
1001,哎,1961843641644234688
1001,哎,13842350942672121829
1001,哎,6732505847051257723
1001,哎,6004203366503291722
1001,哎,15698870232419252231
1001,哎,615172511140700116
1001,哎,18424245175871068526
1001,哎,3427845321223719734
1001,哎,15216103056135044077
1001,哎,9862430649120701498
1001,爱,16669872504625650774
1001,爱,8692079130653102737
1001,爱,9960606528184543040
1001,爱,13023201846482478885
1001,爱,9185105273843759431
1001,爱,13329467984660320674
1001,爱,13429053073355139136
1001,爱,6384440502710107811
1001,爱,10367799869699043234
1001,爱,15891108380437394830
1001,爱你,11056827778868474279
1001,爱你,6384440502710107811
1001,爱你,2973285673043003232
1001,爱你,12642271514687116458
1001,爱你,14765840707682842369
1001,爱你,9185105273843759431
1001,爱你,14625639703979833751
1001,爱你,16669872504625650774
1001,爱你,13329467984660320674
1001,爱你,15891108380437394830
1001,爱心,11400903605213467724
1001,爱心,6967762053836901612
1001,爱心,17466923011544587935
1001,爱心,7946987402023077815
1001,爱心,1098503525878217447
1001,爱心,6374784499974273525
1001,爱心,6755120592864143140
1001,爱心,13329467984660320674
1001,爱心,3932682546465350711
1001,爱心,12574524848338571216
1001,摆烂,15028530903765977903
1001,摆烂,14503065070901523318
1001,摆烂,16952743850057116381
1001,摆烂,1168691226505748908
1001,摆烂,8410112990419493936
1001,摆烂,3456080080279445125
1001,摆烂,7377685502305826960
1001,摆烂,3991152456672889423
1001,摆烂,16402634655733647083
1001,摆烂,11781067301583202239
1001,抱,3468339851242973830
1001,抱,11177757641434668602
1001,抱,5880796832488055604
1001,抱,1526048621412165487
1001,抱,4868301875363759738
1001,抱,9747636700691584388
1001,抱,7448841074627236924
1001,抱,6744368406883394774
1001,抱,17198546356513945646
1001,抱,8325669399435776195
1001,崩溃,1337561234904567747
1001,崩溃,17623441261688672946
1001,崩溃,16262697493781363507
1001,崩溃,12624878135903656108
1001,崩溃,17336120704477134496
1001,崩溃,14583044213863353092
1001,崩溃,9160025539798460265
1001,崩溃,18377838017530002546
1001,崩溃,7272689100361142107
1001,崩溃,16073091013951980394
1001,馋,15342614327863065035
1001,馋,9121898433367806108
1001,馋,9323341932302928739
1001,馋,299932246086218929
1001,馋,4493737478532701393
1001,馋,15438235442366161264
1001,馋,13695760889313323228
1001,馋,4998986065637766168
1001,馋,4128632658667378689
1001,馋,3682785086751535180
1001,吃,12384345050328554540
1001,吃,14343551408424589323
1001,吃,13026496185535142591
1001,吃,12216834849574504560
1001,吃,13975810005430801744
1001,吃,16183261758964693075
1001,吃,16123849221240777751
1001,吃,5966932541737154879
1001,吃,14924946152660014623
1001,吃,6164222402458217502
1001,吃饭,16337409649075528593
1001,吃饭,12384345050328554540
1001,吃饭,18338162932377444829
1001,吃饭,14924946152660014623
1001,吃饭,3077298733670678900
1001,吃饭,6164222402458217502
1001,吃饭,17329448260495205614
1001,吃饭,5966932541737154879
1001,吃饭,13555390146209420166
1001,吃饭,2221940609526751760
1001,打,565175668798659304
1001,打,14711710395975302799
1001,打,33580527409103120
1001,打,627631946875097697
1001,打,11611780621212298240
1001,打,17531795541905991206
1001,打,5358286117675755300
1001,打,11656999662812243754
1001,打,1199669826712277577
1001,打,10773890165551075390
1001,打你,1199669826712277577
1001,打你,565175668798659304
1001,打你,894692873513994929
1001,打你,11611780621212298240
1001,打你,627631946875097697
1001,打你,1623451637818288290
1001,打你,11617265318561178882
1001,打你,17531795541905991206
1001,打你,8835127120244347292
1001,打你,10773890165551075390
1001,大哭,2188525840019692277
1001,大哭,10876749484111335117
1001,大哭,14820795102412659497
1001,大哭,17623441261688672946
1001,大哭,5054337961181058236
1001,大哭,14583044213863353092
1001,大哭,5189713619326771603
1001,大哭,10777528543140108253
1001,大哭,4293405418807808459
1001,大哭,1249472297182797846
1001,点赞,3731706844998864926
1001,点赞,6124366471459047129
1001,点赞,7222794583241208177
1001,点赞,10144770120907686498
1001,点赞,12451395032042062475
1001,点赞,9633935246245141405
1001,点赞,4236180505209239117
1001,点赞,7647387569802866428
1001,点赞,5127334065667602157
1001,点赞,4464780291636450482
1001,嗯,6112629493779194126
1001,嗯,11644203589992221824
1001,嗯,14913305035589876213
1001,嗯,17710671465678453760
1001,嗯,6336612059648373388
1001,嗯,8815928576359624
1001,嗯,16351203336477403412
1001,嗯,3978038358887751652
1001,嗯,11067016884354882866
1001,嗯,15262296877283789720
1001,烦,17008849836646772006
1001,烦,12894159018301628453
1001,烦,15304382332710243112
1001,烦,3086074847794230428
1001,烦,3505996720303400325
1001,烦,3557574891348943287
1001,烦,10511338590166362165
1001,烦,14659432278551703512
1001,烦,7452752183459825939
1001,烦,6194443030623884342
1001,尴尬,788622315507624051
1001,尴尬,1518215359171028713
1001,尴尬,13782980669011487281
1001,尴尬,7657791624422741163
1001,尴尬,2817856342628556501
1001,尴尬,6314798147764594558
1001,尴尬,1564737597776180226
1001,尴尬,5984833025424213731
1001,尴尬,13959935532632411936
1001,尴尬,127336134155724242
1001,感谢,14313927998926738490
1001,感谢,14846165561373218788
1001,感谢,13692903898470207810
1001,感谢,3675213779610333740
1001,感谢,10009799680299407368
1001,感谢,10461930138455198224
1001,感谢,7904937328571549899
1001,感谢,1444090625104750069
1001,感谢,5765186490863205357
1001,感谢,15709461153651784702
1001,乖,458607766043012683
1001,乖,12533557723495676347
1001,乖,17095707473781653728
1001,乖,17019803882384412422
1001,乖,14166212097328279926
1001,乖,13284478257444868123
1001,乖,7233180815244151020
1001,乖,5512954458988961088
1001,乖,12132385440761998844
1001,乖,10208511221997722308
1001,滚,12707432502746176170
1001,滚,133085497589898779
1001,滚,2799147797534137636
1001,滚,681808503632234516
1001,滚,291420861752871854
1001,滚,13633814450866974248
1001,滚,7016318390707772666
1001,滚,17370379559122339363
1001,滚,1650599084719731883
1001,滚,17170926999928886933
1001,哈哈哈,3803556178875494271
1001,哈哈哈,17511392865288581892
1001,哈哈哈,278117783934353090
1001,哈哈哈,6532454978218960759
1001,哈哈哈,3145757959510501652
1001,哈哈哈,994529171665959436
1001,哈哈哈,9243858047035505219
1001,哈哈哈,3942490726687785962
1001,哈哈哈,3807774611914110964
1001,哈哈哈,4033709411009028698
